,Turn,s,R,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,vx_max
823,Left,1.369,37.672,,,,,,,18.48563549580701
824,Left,1.396,178.688,,,,,,,33.29511773786174
825,Right,1.412,224.987,,,,,,,33.29511773786174
826,Right,1.4269999999999998,426.788,,,,,,,33.29511773786174
827,Right,1.4509999999999998,1030.718,,,,,,,33.29511773786174
828,Left,1.4809999999999999,643.939,,,,,,,33.29511773786174
829,Left,1.508,196.263,,,,,,,33.29511773786174
830,Left,1.541,71.178,,,,,,,24.88500326243325
831,Left,1.575,41.354,,,,,,,19.322774338229742
832,Left,1.594,41.428000000000004,,,,,,,19.339149328656507
833,Left,1.588,43.028,,,,,,,19.68913808394588
834,Left,1.538,41.333999999999996,,,,,,,19.318345755612768
835,Left,1.479,33.099000000000004,,,,,,,17.377964140754322
836,Left,1.4240000000000002,22.368000000000002,,,,,,,14.384876214597837
837,Left,1.393,17.904,,,,,,,12.907089858330252
838,Left,1.3719999999999999,17.378,,,,,,,12.720442947051547
839,Left,1.349,23.837,,,,,,,14.83559821140136
840,Left,1.307,30.599,,,,,,,16.735571377403335
841,Left,1.3030000000000002,25.97,,,,,,,15.46381123872436
842,Left,1.3090000000000002,26.21,,,,,,,15.532694995037438
843,Left,1.32,40.592,,,,,,,19.153161662889126
844,Left,1.338,105.109,,,,,,,29.63325462255984
845,Right,1.354,538.17,,,,,,,33.29511773786174
846,Right,1.3330000000000002,93.135,,,,,,,28.091997399756398
847,Right,1.2930000000000001,43.795,,,,,,,19.85423396570889
848,Right,1.26,22.193,,,,,,,14.330120601604522
849,Right,1.238,15.097999999999999,,,,,,,11.874333938922105
850,Right,1.2209999999999999,13.669,,,,,,,11.309008923005008
851,Right,1.202,15.265999999999998,,,,,,,11.93890294749092
852,Right,1.1840000000000002,16.197,,,,,,,12.290077785143488
853,Right,1.1909999999999998,13.509,,,,,,,11.243806210682353
854,Right,1.199,12.493,,,,,,,10.819937501238366
855,Right,1.2,13.998,,,,,,,11.441829817837757
856,Right,1.194,13.161,,,,,,,11.100571958780803
857,Right,1.203,12.875,,,,,,,10.981358224514263
858,Right,1.2,13.815,,,,,,,11.368156399093452
859,Right,1.1909999999999998,13.335999999999999,,,,,,,11.172846553348549
860,Right,1.19,12.224,,,,,,,10.704707412171379
861,Right,1.181,11.633,,,,,,,10.446786249594302
862,Right,1.162,13.120999999999999,,,,,,,11.083981196439677
863,Right,1.146,13.120999999999999,,,,,,,11.083981196439677
864,Right,1.147,11.694,,,,,,,10.47372024407193
865,Right,1.138,11.662,,,,,,,10.459600122975623
866,Right,1.128,12.283,,,,,,,10.730093863062375
867,Right,1.113,12.464,,,,,,,10.807577912235411
868,Right,1.099,12.492,,,,,,,10.819511559217332
869,Right,1.1079999999999999,13.765,,,,,,,11.347937672874492
870,Right,1.141,14.465,,,,,,,11.627565518202681
871,Right,1.171,15.244000000000002,,,,,,,11.930468979396313
872,Right,1.2,18.073,,,,,,,12.966434180866704
873,Right,1.222,16.998,,,,,,,12.583718221657643
874,Right,1.245,14.978,,,,,,,11.827979907098612
875,Right,1.2690000000000001,15.239,,,,,,,11.92855126904908
876,Right,1.286,17.979,,,,,,,12.933462932844506
877,Right,1.294,18.755,,,,,,,13.202948335530007
878,Right,1.298,15.359000000000002,,,,,,,11.974484651388053
879,Right,1.3130000000000002,15.821,,,,,,,12.14957455780676
880,Right,1.328,17.362000000000002,,,,,,,12.714718487463196
881,Right,1.349,18.82,,,,,,,13.22524753158752
882,Right,1.381,21.049,,,,,,,13.966257464317
883,Right,1.4080000000000001,21.89,,,,,,,14.234757818429703
884,Right,1.44,22.368000000000002,,,,,,,14.384876214597837
885,Right,1.48,21.862,,,,,,,14.225909349503965
886,Right,1.5130000000000001,25.455,,,,,,,15.314806607967782
887,Right,1.5319999999999998,25.715999999999998,,,,,,,15.390526634381894
888,Right,1.571,25.168000000000003,,,,,,,15.231049615584013
889,Right,1.6019999999999999,28.116,,,,,,,16.067808418328724
890,Right,1.624,25.127,,,,,,,15.219041612916923
891,Right,1.6540000000000001,25.92,,,,,,,15.449416409060904
892,Right,1.669,31.695999999999998,,,,,,,17.020946684124556
893,Right,1.685,42.083999999999996,,,,,,,19.483576706041433
894,Right,1.7069999999999999,57.781000000000006,,,,,,,22.606573671931233
895,Right,1.739,50.424,,,,,,,21.21537771239747
896,Right,1.784,40.971000000000004,,,,,,,19.237750661248413
897,Right,1.82,50.108000000000004,,,,,,,21.15297890385875
898,Right,1.825,81.525,,,,,,,26.46592235347628
899,Right,1.8559999999999999,95.455,,,,,,,28.400626089547995
900,Right,1.882,94.525,,,,,,,28.27751677252185
901,Right,1.9040000000000001,81.902,,,,,,,26.521024992725952
902,Right,1.9369999999999998,76.477,,,,,,,25.711732845673566
903,Right,1.956,170.106,,,,,,,33.29511773786174
904,Left,1.974,1906.326,,,,,,,33.29511773786174
905,Left,2.0,367.142,,,,,,,33.29511773786174
906,Left,2.011,258.07,,,,,,,33.29511773786174
907,Left,2.037,608.827,,,,,,,33.29511773786174
908,Right,2.063,1249.975,,,,,,,33.29511773786174
909,Straight,2.085,10000.0,,,,,,,33.29511773786174
910,Left,2.099,1292.9669999999999,,,,,,,33.29511773786174
911,Straight,4.252,10000.0,,,,,,,33.29511773786174
912,Right,2.155,1135.762,,,,,,,33.29511773786174
913,Right,2.1319999999999997,1668.3210000000001,,,,,,,33.29511773786174
914,Straight,2.079,10000.0,,,,,,,33.29511773786174
915,Left,1.994,1946.328,,,,,,,33.29511773786174
916,Straight,1.893,10000.0,,,,,,,33.29511773786174
917,Right,1.8159999999999998,538.134,,,,,,,33.29511773786174
918,Right,1.76,324.849,,,,,,,33.29511773786174
919,Right,1.6969999999999998,384.395,,,,,,,33.29511773786174
920,Right,1.618,295.707,,,,,,,33.29511773786174
921,Right,1.5419999999999998,218.24599999999998,,,,,,,33.29511773786174
922,Right,1.4780000000000002,246.74099999999999,,,,,,,33.29511773786174
923,Right,1.413,325.621,,,,,,,33.29511773786174
924,Right,1.3459999999999999,221.71400000000003,,,,,,,33.29511773786174
925,Right,1.271,131.656,,,,,,,32.66112756402725
926,Right,1.207,101.785,,,,,,,29.217852632362483
927,Right,1.155,85.119,,,,,,,26.984658893427774
928,Right,1.1079999999999999,36.063,,,,,,,18.105091153129163
929,Right,1.069,15.677,,,,,,,12.095295607202656
930,Right,1.045,11.458,,,,,,,10.369104144134788
931,Right,1.023,11.554,,,,,,,10.411794518636274
932,Right,0.9790000000000001,9.706,,,,,,,9.554500884560797
933,Right,0.9570000000000001,8.729,,,,,,,9.066715991065644
934,Right,0.9359999999999999,8.933,,,,,,,9.170815531274176
935,Right,0.909,8.041,,,,,,,8.706029215358773
936,Right,0.898,7.846,,,,,,,8.600925804340966
937,Right,0.882,7.933,,,,,,,8.647982614444688
938,Right,0.862,7.796,,,,,,,8.573759867044842
939,Right,0.848,8.506,,,,,,,8.951470668796373
940,Right,0.8440000000000001,9.772,,,,,,,9.586513652371638
941,Right,0.8640000000000001,10.647,,,,,,,10.000742362848959
942,Right,0.9009999999999999,9.766,,,,,,,9.583608049427125
943,Right,0.941,13.525,,,,,,,11.25034472159848
944,Right,0.96,24.605999999999998,,,,,,,15.065506526418552
945,Right,0.963,23.456999999999997,,,,,,,14.720492221766795
946,Right,0.976,107.594,,,,,,,29.93797108747476
947,Left,1.053,27.115,,,,,,,15.78936503530761
948,Left,1.111,17.410999999999998,,,,,,,12.73224076232343
949,Left,1.136,18.395,,,,,,,13.078687573829237
950,Left,1.149,25.180999999999997,,,,,,,15.234854789318106
951,Left,1.19,23.623,,,,,,,14.770899639123968
952,Left,1.2329999999999999,23.002,,,,,,,14.581321509454087
953,Left,1.275,30.979,,,,,,,16.83506394177631
954,Left,1.3159999999999998,52.941,,,,,,,21.704278080974525
955,Left,1.351,268.074,,,,,,,33.29511773786174
956,Right,1.3869999999999998,282.497,,,,,,,33.29511773786174
957,Right,1.4240000000000002,185.933,,,,,,,33.29511773786174
958,Right,1.4669999999999999,126.344,,,,,,,32.09240968570762
959,Right,1.511,111.695,,,,,,,30.43040653093966
960,Right,1.556,110.99799999999999,,,,,,,30.347606143143675
961,Right,1.595,120.484,,,,,,,31.444792683198507
962,Right,1.6059999999999999,252.481,,,,,,,33.29511773786174
963,Left,1.5759999999999998,521.101,,,,,,,33.29511773786174
964,Left,1.521,141.464,,,,,,,33.29511773786174
965,Left,1.4569999999999999,103.895,,,,,,,29.482593612507486
966,Left,1.399,221.093,,,,,,,33.29511773786174
967,Left,1.3330000000000002,93.199,,,,,,,28.100579690778986
968,Left,1.261,26.529,,,,,,,15.623717399693918
969,Left,1.209,18.483,,,,,,,13.109181991960474
