,x,y,s,R,vx_entry,time,acceleration,vel_fi,vel_ri,vx_max,vx_exit
351,35.2,0.0,0.1,10000.0,29.391331779510356,0.0,11.124243009485367,33.29511773786174,33.29511773786174,33.29511773786174,29.429123588197612
352,35.3,0.0,0.1,10000.0,29.429123588197612,0.0,11.114656980767883,33.29511773786174,33.29511773786174,33.29511773786174,29.466834424687047
353,35.4,0.0,0.1,10000.0,29.466834424687047,0.0,11.10507921256273,33.29511773786174,33.29511773786174,33.29511773786174,29.504464627433453
354,35.5,0.0,0.1,10000.0,29.504464627433453,0.0,11.095509697751629,33.29511773786174,33.29511773786174,33.29511773786174,29.542014532480962
355,35.6,0.0,0.1,10000.0,29.542014532480962,0.0,11.085948429222427,33.29511773786174,33.29511773786174,33.29511773786174,29.579484473487536
356,35.7,0.0,0.1,10000.0,29.579484473487536,0.0,11.07639539986911,33.29511773786174,33.29511773786174,33.29511773786174,29.616874781749146
357,35.8,0.0,0.1,10000.0,29.616874781749146,0.0,11.066850602591773,33.29511773786174,33.29511773786174,33.29511773786174,29.654185786223636
358,35.9,0.0,0.1,10000.0,29.654185786223636,0.0,11.057314030296643,33.29511773786174,33.29511773786174,33.29511773786174,29.691417813554256
359,36.0,0.0,0.1,10000.0,29.691417813554256,0.0,11.047785675896053,33.29511773786174,33.29511773786174,33.29511773786174,29.72857118809292
360,36.1,0.0,0.1,10000.0,29.72857118809292,0.0,11.038265532308444,33.29511773786174,33.29511773786174,33.29511773786174,29.76564623192314
361,36.2,0.0,0.1,10000.0,29.76564623192314,0.0,11.028753592458363,33.29511773786174,33.29511773786174,33.29511773786174,29.802643264882654
362,36.3,0.0,0.1,10000.0,29.802643264882654,0.0,11.019249849276449,33.29511773786174,33.29511773786174,33.29511773786174,29.8395626045858
363,36.4,0.0,0.1,10000.0,29.8395626045858,0.0,11.009754295699434,33.29511773786174,33.29511773786174,33.29511773786174,29.87640456644556
364,36.5,0.0,0.1,10000.0,29.87640456644556,0.0,11.00026692467014,33.29511773786174,33.29511773786174,33.29511773786174,29.91316946369536
365,36.6,0.0,0.1,10000.0,29.91316946369536,0.0,10.990787729137468,33.29511773786174,33.29511773786174,33.29511773786174,29.949857607410557
366,36.7,0.0,0.1,10000.0,29.949857607410557,0.0,10.981316702056393,33.29511773786174,33.29511773786174,33.29511773786174,29.986469306529667
367,36.8,0.0,0.1,10000.0,29.986469306529667,0.0,10.971853836387966,33.29511773786174,33.29511773786174,33.29511773786174,30.02300486787533
368,36.9,0.0,0.1,10000.0,30.02300486787533,0.0,10.962399125099298,33.29511773786174,33.29511773786174,33.29511773786174,30.059464596175
369,37.0,0.0,0.1,10000.0,30.059464596175,0.0,10.952952561163567,33.29511773786174,33.29511773786174,33.29511773786174,30.09584879408139
370,37.1,0.0,0.1,10000.0,30.09584879408139,0.0,10.943514137559998,33.29511773786174,33.29511773786174,33.29511773786174,30.132157762192623
371,37.2,0.0,0.1,10000.0,30.132157762192623,0.0,10.934083847273874,33.29511773786174,33.29511773786174,33.29511773786174,30.16839179907216
372,37.3,0.0,0.1,10000.0,30.16839179907216,0.0,10.924661683296517,33.29511773786174,33.29511773786174,33.29511773786174,30.204551201268487
373,37.4,0.0,0.1,10000.0,30.204551201268487,0.0,10.915247638625289,33.29511773786174,33.29511773786174,33.29511773786174,30.240636263334512
374,37.5,0.0,0.1,10000.0,30.240636263334512,0.0,10.90584170626359,33.29511773786174,33.29511773786174,33.29511773786174,30.276647277846774
375,37.6,0.0,0.1,10000.0,30.276647277846774,0.0,10.896443879220849,33.29511773786174,33.29511773786174,33.29511773786174,30.312584535424374
376,37.7,0.0,0.1,10000.0,30.312584535424374,0.0,10.887054150512512,33.29511773786174,33.29511773786174,33.29511773786174,30.34844832474769
377,37.8,0.0,0.1,10000.0,30.34844832474769,0.0,10.877672513160055,33.29511773786174,33.29511773786174,33.29511773786174,30.384238932576853
378,37.9,0.0,0.1,10000.0,30.384238932576853,0.0,10.868298960190955,33.29511773786174,33.29511773786174,33.29511773786174,30.41995664377
379,38.0,0.0,0.1,10000.0,30.41995664377,0.0,10.85893348463871,33.29511773786174,33.29511773786174,33.29511773786174,30.455601741301304
380,38.1,0.0,0.1,10000.0,30.455601741301304,0.0,10.849576079542809,33.29511773786174,33.29511773786174,33.29511773786174,30.491174506278778
